Symbol,Name,ISIN,Exchange
SAMPANN.NS,Sampann Utpadan India Limited,INE735M01018,NSE
SANATHAN.NS,Sanathan Textiles Limited,INE0JPD01013,NSE
SANDESH.NS,The Sandesh Limited,INE583B01015,NSE
SANDHAR.NS,Sandhar Technologies Limited,INE278H01035,NSE
SANDUMA.NS,Sandur Manganese & Iron Ores Limited,INE149K01016,NSE
SANGAMIND.NS,Sangam (India) Limited,INE495C01010,NSE
SANGHVIMOV.NS,Sanghvi Movers Limited,INE989A01032,NSE
SANOFI.NS,Sanofi India Limited,INE058A01010,NSE
SANOFICONR.NS,Sanofi Consumer Healthcare India Limited,INE0UOS01011,NSE
SANSERA.NS,Sansera Engineering Limited,INE953O01021,NSE
SANSTAR.NS,Sanstar Limited,INE08NE01025,NSE
SAPPHIRE.NS,Sapphire Foods India Limited,INE806T01020,NSE
SAPPL.NS,Shree Ajit Pulp & Paper Limited,INE185C01017,NSE
SARDAEN.NS,Sarda Energy & Minerals Limited,INE385C01021,NSE
SAREGAMA.NS,Saregama India Limited,INE979A01025,NSE
SARLAPOLY.NS,Sarla Performance Fibers Limited,INE453D01025,NSE
SASKEN.NS,Sasken Technologies Limited,INE231F01020,NSE
SATIA.NS,Satia Industries Limited,INE170E01023,NSE
SATIN.NS,Satin Creditcare Network Limited,INE836B01017,NSE
SAURASHCEM.NS,Saurashtra Cement Limited,INE626A01014,NSE
SAYAJIHOTL.NS,Sayaji Hotels Limited,INE318C01014,NSE
SBC.NS,SBC Exports Limited,INE04AK01028,NSE
SBCL.NS,Shivalik Bimetal Controls Limited,INE386D01027,NSE
SBFC.NS,SBFC Finance Limited,INE423Y01016,NSE
SBGLP.NS,Suratwwala Business Group Limited,INE05ST01028,NSE
SBICARD.NS,SBI Cards and Payment Services Limited,INE018E01016,NSE
SBILIFE.NS,SBI Life Insurance Company Limited,INE123W01016,NSE
SBIN.NS,State Bank of India,INE062A01020,NSE
SCANSTL.NS,Scan Steels Limited,INE099G01011,NSE
SCHAEFFLER.NS,Schaeffler India Limited,INE513A01022,NSE
SCHAND.NS,S Chand And Company Limited,INE807K01035,NSE
SCI.NS,Shipping Corporation Of India Limited,INE109A01011,NSE
SCILAL.NS,Shipping Corporation of India Land and Assets Limited,INE0PB301013,NSE
SCODATUBES.NS,Scoda Tubes Limited,INE090501011,NSE
SDBL.NS,Som Distilleries & Breweries Limited,INE480C01038,NSE
SEAMECLTD.NS,Seamec Limited,INE497B01018,NSE
SEDEMAC.NS,SEDEMAC Mechatronics Limited,INE00XB01019,NSE
SEIL.NS,Shanti Educational Initiatives Limited,INE440T01028,NSE
SELMC.NS,SEL Manufacturing Company Limited,INE105I01020,NSE
SEMAC.NS,Semac Construction Limited,INE617A01013,NSE
SENCO.NS,Senco Gold Limited,INE602W01027,NSE
SENORES.NS,Senores Pharmaceuticals Limited,INE0RB801010,NSE
SEPC.NS,SEPC Limited,INE964H01014,NSE
SERVOTECH.NS,Servotech Renewable Power System Limited,INE782X01033,NSE
SESHAPAPER.NS,Seshasayee Paper and Boards Limited,INE630A01024,NSE
SETL.NS,Standard Engineering Technology Limited,INE0M4D01010,NSE
SFL.NS,Sheela Foam Limited,INE916U01025,NSE
SGFIN.NS,SG Finserve Limited,INE618R01015,NSE
SGIL.NS,Synergy Green Industries Limited,INE00QT01015,NSE
SGL.NS,STL Global Limited,INE353H01010,NSE
SGMART.NS,SG Mart Limited,INE385F01024,NSE
SHADOWFAX.NS,Shadowfax Technologies Limited,INE12UN01015,NSE
SHAH.NS,Shah Metacorp Limited,INE482J01021,NSE
SHAHALLOYS.NS,Shah Alloys Limited,INE640C01011,NSE
SHAILY.NS,Shaily Engineering Plastics Limited,INE151G01028,NSE
SHAKTIPUMP.NS,Shakti Pumps (India) Limited,INE908D01010,NSE
SHALBY.NS,Shalby Limited,INE597J01018,NSE
SHALPAINTS.NS,Shalimar Paints Limited,INE849C01026,NSE
SHANTI.NS,Shanti Overseas (India) Limited,INE933X01016,NSE
SHANTIGEAR.NS,Shanthi Gears Limited,INE631A01022,NSE
SHANTIGOLD.NS,Shanti Gold International Limited,INE06ZD01017,NSE
SHARDACROP.NS,Sharda Cropchem Limited,INE221J01015,NSE
SHARDAMOTR.NS,Sharda Motor Industries Limited,INE597I01028,NSE
SHARDUL.NS,Shardul Securities Limited,INE037B01020,NSE
SHAREINDIA.NS,Share India Securities Limited,INE932X01026,NSE
SHBAJRG.NS,Shri Bajrang Alliance Limited,INE402H01015,NSE
SHEMAROO.NS,Shemaroo Entertainment Limited,INE363M01019,NSE
SHILCTECH.NS,Shilchar Technologies Limited,INE024F01011,NSE
SHILPAMED.NS,Shilpa Medicare Limited,INE790G01031,NSE
SHINDL.NS,Sharat Industries Limited,INE220Z01013,NSE
SHIVALIK.NS,Shivalik Rasayan Limited,INE788J01021,NSE
SHIVAMILLS.NS,Shiva Mills Limited,INE644Y01017,NSE
SHIVATEX.NS,Shiva Texyarn Limited,INE705C01020,NSE
SHK.NS,S H Kelkar and Company Limited,INE500L01026,NSE
SHOPERSTOP.NS,Shoppers Stop Limited,INE498B01024,NSE
SHRADHA.NS,Shradha Realty Limited,INE715Y01031,NSE
SHREDIGCEM.NS,Shree Digvijay Cement Co.Ltd,INE232A01011,NSE
SHREECEM.NS,SHREE CEMENT LIMITED,INE070A01015,NSE
SHREEJISPG.NS,Shreeji Shipping Global Limited,INE1B6101010,NSE
SHREEPUSHK.NS,Shree Pushkar Chemicals & Fertilisers Limited,INE712K01011,NSE
SHREERAMA.NS,Shree Rama Multi-Tech Limited,INE879A01019,NSE
SHREYANIND.NS,Shreyans Industries Limited,INE231C01019,NSE
SHRIKRISH.NS,Shri Krishna Devcon Limited,INE997I01012,NSE
SHRINGARMS.NS,Shringar House of Mangalsutra Limited,INE1B3L01017,NSE
SHRIPISTON.NS,Shriram Pistons & Rings Limited,INE526E01018,NSE
SHRIRAMFIN.NS,Shriram Finance Limited,INE721A01047,NSE
SHRIRAMPPS.NS,Shriram Properties Limited,INE217L01019,NSE
SHYAMCENT.NS,Shyam Century Ferrous Limited,INE979R01011,NSE
SHYAMMETL.NS,Shyam Metalics and Energy Limited,INE810G01011,NSE
SICAGEN.NS,Sicagen India Limited,INE176J01011,NSE
SIEMENS.NS,Siemens Limited,INE003A01024,NSE
SIGIND.NS,Signet Industries Limited,INE529F01035,NSE
SIGMA.NS,Sigma Solve Limited,INE0A0S01028,NSE
SIGNATURE.NS,Signatureglobal (India) Limited,INE903U01023,NSE
SIGNPOST.NS,Signpost India Limited,INE0KGZ01021,NSE
SIKA.NS,Sika Interplant Systems Limited,INE438E01032,NSE
SIKKO.NS,Sikko Industries Limited,INE112X01025,NSE
SIL.NS,Standard Industries Limited,INE173A01025,NSE
SILGO.NS,Silgo Retail Limited,INE01II01013,NSE
SILINV.NS,SIL Investments Limited,INE923A01015,NSE
SILLYMONKS.NS,Silly Monks Entertainment Limited,INE203Y01012,NSE
SILVERTUC.NS,Silver Touch Technologies Limited,INE625X01026,NSE
SIMPLEXINF.NS,Simplex Infrastructures Limited,INE059B01024,NSE
SINCLAIR.NS,Sinclairs Hotels Limited,INE985A01022,NSE
SINDHUTRAD.NS,Sindhu Trade Links Limited,INE325D01025,NSE
SINGERIND.NS,Singer India Limited,INE638A01035,NSE
SINTERCOM.NS,Sintercom India Limited,INE129Z01016,NSE
SIRCA.NS,Sirca Paints India Limited,INE792Z01011,NSE
SIS.NS,SIS LIMITED,INE285J01028,NSE
SIYSIL.NS,Siyaram Silk Mills Limited,INE076B01028,NSE
SJS.NS,S.J.S. Enterprises Limited,INE284S01014,NSE
SJVN.NS,SJVN Limited,INE002L01015,NSE
SKFINDIA.NS,SKF India Limited,INE640A01023,NSE
SKFINDUS.NS,SKF India (Industrial) Limited,INE2J8701016,NSE
SKIPPER.NS,Skipper Limited,INE439E01022,NSE
SKMEGGPROD.NS,SKM Egg Products Export (India) Limited,INE411D01023,NSE
SKYGOLD.NS,SKY GOLD AND DIAMONDS LIMITED,INE01IU01018,NSE
SMARTLINK.NS,Smartlink Holdings Limited,INE178C01020,NSE
SMARTWORKS.NS,Smartworks Coworking Spaces Limited,INE0NAZ01010,NSE
SMCGLOBAL.NS,SMC Global Securities Limited,INE103C01036,NSE
SMLMAH.NS,SML Mahindra Limited,INE294B01019,NSE
SMLT.NS,Sarthak Metals Limited,INE017W01010,NSE
SMSPHARMA.NS,SMS Pharmaceuticals Limited,INE812G01025,NSE
SNOWMAN.NS,Snowman Logistics Limited,INE734N01019,NSE
SOBHA.NS,Sobha Limited,INE671H01015,NSE
SOLARA.NS,Solara Active Pharma Sciences Limited,INE624Z01016,NSE
SOLARINDS.NS,Solar Industries India Limited,INE343H01029,NSE
SOLARWORLD.NS,Solarworld Energy Solutions Limited,INE0TY101024,NSE
SOLEX.NS,Solex Energy Limited,INE880Y01017,NSE
SOMANYCERA.NS,Somany Ceramics Limited,INE355A01028,NSE
SOMATEX.NS,Soma Textiles & Industries Limited,INE314C01013,NSE
SOMICONVEY.NS,Somi Conveyor Beltings Limited,INE323J01019,NSE
SONACOMS.NS,Sona BLW Precision Forgings Limited,INE073K01018,NSE
SONAL.NS,Sonal Mercantile Limited,INE321M01017,NSE
SONAMLTD.NS,SONAM LIMITED,INE00LM01029,NSE
SONATSOFTW.NS,Sonata Software Limited,INE269A01021,NSE
SOTL.NS,Savita Oil Technologies Limited,INE035D01020,NSE
SOUTHBANK.NS,The South Indian Bank Limited,INE683A01023,NSE
SOUTHWEST.NS,South West Pinnacle Exploration Limited,INE980Y01015,NSE
SPAL.NS,S. P. Apparels Limited,INE212I01016,NSE
SPANDANA.NS,Spandana Sphoorty Financial Limited,INE572J01011,NSE
SPARC.NS,Sun Pharma Advanced Research Company Limited,INE232I01014,NSE
SPCENET.NS,Spacenet Enterprises India Limited,INE970N01027,NSE
SPECIALITY.NS,Speciality Restaurants Limited,INE247M01014,NSE
SPECTRUM.NS,Spectrum Electrical Industries Limited,INE01EO01010,NSE
SPENCERS.NS,Spencer's Retail Limited,INE020801028,NSE
SPIC.NS,Southern Petrochemicals Industries Corporation  Limited,INE147A01011,NSE
SPLIL.NS,SPL Industries Limited,INE978G01016,NSE
SPLPETRO.NS,Supreme Petrochem Limited,INE663A01033,NSE
SPMLINFRA.NS,SPML Infra Limited,INE937A01023,NSE
SPORTKING.NS,Sportking India Limited,INE885H01029,NSE
SRD.NS,Shankar Lal Rampal Dye-Chem Limited,INE01NE01012,NSE
SREEL.NS,Sreeleathers Limited,INE099F01013,NSE
SRF.NS,SRF Limited,INE647A01010,NSE
SRGHFL.NS,SRG Housing Finance Limited,INE559N01010,NSE
SRHHYPOLTD.NS,Sree Rayalaseema Hi-Strength Hypo Limited,INE917H01012,NSE
SRM.NS,SRM Contractors Limited,INE0R6Z01013,NSE
SRTL.NS,Shree Ram Twistex Limited,INE19GK01015,NSE
SSDL.NS,Saraswati Saree Depot Limited,INE0PQ101010,NSE
SSWL.NS,Steel Strips Wheels Limited,INE802C01033,NSE
STALLION.NS,Stallion India Fluorochemicals Limited,INE0RYC01010,NSE
STANLEY.NS,Stanley Lifestyles Limited,INE01A001028,NSE
STAR.NS,Strides Pharma Science Limited,INE939A01011,NSE
STARCEMENT.NS,Star Cement Limited,INE460H01021,NSE
STARHEALTH.NS,Star Health and Allied Insurance Company Limited,INE575P01011,NSE
STARPAPER.NS,Star Paper Mills Limited,INE733A01018,NSE
STARTECK.NS,Starteck Finance Limited,INE992I01013,NSE
STCINDIA.NS,The State Trading Corporation of India Limited,INE655A01013,NSE
STEELCAS.NS,Steelcast Limited,INE124E01038,NSE
STEELCITY.NS,Steel City Securities Limited,INE395H01011,NSE
STEELXIND.NS,STEEL EXCHANGE INDIA LIMITED,INE503B01021,NSE
STEL.NS,Stel Holdings Limited,INE577L01016,NSE
STERTOOLS.NS,Sterling Tools Limited,INE334A01023,NSE
STLNETWORK.NS,STL Networks Limited,INE1VXE01018,NSE
STOVEKRAFT.NS,Stove Kraft Limited,INE00IN01015,NSE
STUDDS.NS,Studds Accessories Limited,INE00Q601028,NSE
STYL.NS,Seshaasai Technologies Limited,INE04VU01023,NSE
STYLAMIND.NS,Stylam Industries Limited,INE239C01020,NSE
STYLEBAAZA.NS,Baazar Style Retail Limited,INE01FR01028,NSE
STYRENIX.NS,Styrenix Performance Materials Limited,INE189B01011,NSE
SUBROS.NS,Subros Limited,INE287B01021,NSE
SUDARCOLOR.NS,Sudarshan Colorants India Limited,INE492A01029,NSE
SUDARSCHEM.NS,Sudarshan Chemical Industries Limited,INE659A01023,NSE
SUDEEPPHRM.NS,Sudeep Pharma Limited,INE0QPI01025,NSE
SUKHJITS.NS,Sukhjit Starch & Chemicals Limited,INE450E01029,NSE
SULA.NS,Sula Vineyards Limited,INE142Q01026,NSE
SUMEETINDS.NS,Sumeet Industries Limited,INE235C01036,NSE
SUMICHEM.NS,Sumitomo Chemical India Limited,INE258G01013,NSE
SUMMITSEC.NS,Summit Securities Limited,INE519C01017,NSE
SUNCLAY.NS,Sundaram Clayton Limited,INE0Q3R01026,NSE
SUNDARAM.NS,Sundaram Multi Pap Limited,INE108E01023,NSE
SUNDARMFIN.NS,Sundaram Finance Limited,INE660A01013,NSE
SUNDRMBRAK.NS,Sundaram Brake Linings Limited,INE073D01013,NSE
SUNDRMFAST.NS,Sundram Fasteners Limited,INE387A01021,NSE
SUNDROP.NS,Sundrop Brands Limited,INE209A01019,NSE
SUNFLAG.NS,Sunflag Iron And Steel Company Limited,INE947A01014,NSE
SUNPHARMA.NS,Sun Pharmaceutical Industries Limited,INE044A01036,NSE
SUNTECK.NS,Sunteck Realty Limited,INE805D01034,NSE
SUNTV.NS,Sun TV Network Limited,INE424H01027,NSE
SUPERHOUSE.NS,Superhouse Limited,INE712B01010,NSE
SUPERSPIN.NS,Super Spinning Mills Limited,INE662A01027,NSE
SUPRAJIT.NS,Suprajit Engineering Limited,INE399C01030,NSE
SUPREME.NS,Supreme Holdings & Hospitality (India) Limited,INE822E01011,NSE
SUPREMEIND.NS,Supreme Industries Limited,INE195A01028,NSE
SUPREMEINF.NS,Supreme Infrastructure India Limited,INE550H01011,NSE
SUPRIYA.NS,Supriya Lifescience Limited,INE07RO01027,NSE
SURAJEST.NS,Suraj Estate Developers Limited,INE843S01025,NSE
SURAJLTD.NS,Suraj Limited,INE713C01016,NSE
SURAKSHA.NS,Suraksha Diagnostic Limited,INE877V01027,NSE
SURANASOL.NS,Surana Solar Limited,INE272L01022,NSE
SURANAT&P.NS,Surana Telecom and Power Limited,INE130B01031,NSE
SURYALA.NS,Suryalata Spinning Mills Limited,INE132C01027,NSE
SURYALAXMI.NS,Suryalakshmi Cotton Mills Limited,INE713B01026,NSE
SURYAROSNI.NS,Surya Roshni Limited,INE335A01020,NSE
SURYODAY.NS,Suryoday Small Finance Bank Limited,INE428Q01011,NSE
SUTLEJTEX.NS,Sutlej Textiles and Industries Limited,INE645H01027,NSE
SUVEN.NS,Suven Life Sciences Limited,INE495B01038,NSE
SUYOG.NS,Suyog Telematics Limited,INE442P01014,NSE
SUZLON.NS,Suzlon Energy Limited,INE040H01021,NSE
SVLL.NS,Shree Vasu Logistics Limited,INE00CE01017,NSE
SWANCORP.NS,SWAN CORP LIMITED,INE665A01038,NSE
SWARAJENG.NS,Swaraj Engines Limited,INE277A01016,NSE
SWELECTES.NS,Swelect Energy Systems Limited,INE409B01013,NSE
SWIGGY.NS,Swiggy Limited,INE00H001014,NSE
SWSOLAR.NS,Sterling and Wilson Renewable Energy Limited,INE00M201021,NSE
SYMPHONY.NS,Symphony Limited,INE225D01027,NSE
SYNCOMF.NS,Syncom Formulations (India) Limited,INE312C01025,NSE
SYNGENE.NS,Syngene International Limited,INE398R01022,NSE
SYRMA.NS,Syrma SGS Technology Limited,INE0DYJ01015,NSE
SYSTMTXC.NS,Systematix Corporate Services Limited,INE356B01024,NSE
TAALTECH.NS,Taal Tech Limited,INE524T01011,NSE
TAINWALCHM.NS,Tainwala Chemical and Plastic (I) Limited,INE123C01018,NSE
TAJGVK.NS,Taj GVK Hotels & Resorts Limited,INE586B01026,NSE
TALBROAUTO.NS,Talbros Automotive Components Limited,INE187D01029,NSE
TAMBOLIIN.NS,Tamboli Industries Limited,INE864J01012,NSE
TANLA.NS,Tanla Platforms Limited,INE483C01032,NSE
TARACHAND.NS,Tara Chand InfraLogistic Solutions Limited,INE555Z01020,NSE
TARAPUR.NS,Tarapur Transformers Limited,INE747K01017,NSE
TARC.NS,TARC Limited,INE0EK901012,NSE
TARIL.NS,Transformers And Rectifiers (India) Limited,INE763I01026,NSE
TARSONS.NS,Tarsons Products Limited,INE144Z01023,NSE
TASTYBITE.NS,Tasty Bite Eatables Limited,INE488B01017,NSE
TATACAP.NS,Tata Capital Limited,INE976I01016,NSE
TATACHEM.NS,Tata Chemicals Limited,INE092A01019,NSE
TATACOMM.NS,Tata Communications Limited,INE151A01013,NSE
TATACONSUM.NS,TATA CONSUMER PRODUCTS LIMITED,INE192A01025,NSE
TATAELXSI.NS,Tata Elxsi Limited,INE670A01012,NSE
TATAINVEST.NS,Tata Investment Corporation Limited,INE672A01026,NSE
TATAPOWER.NS,Tata Power Company Limited,INE245A01021,NSE
TATASTEEL.NS,Tata Steel Limited,INE081A01020,NSE
TATATECH.NS,Tata Technologies Limited,INE142M01025,NSE
TATVA.NS,Tatva Chintan Pharma Chem Limited,INE0GK401011,NSE
TBOTEK.NS,TBO Tek Limited,INE673O01025,NSE
TBZ.NS,Tribhovandas Bhimji Zaveri Limited,INE760L01018,NSE
TCC.NS,TCC Concept Limited,INE887D01016,NSE
TCI.NS,Transport Corporation of India Limited,INE688A01022,NSE
TCIEXP.NS,TCI Express Limited,INE586V01016,NSE
TCIFINANCE.NS,TCI Finance Limited,INE911B01018,NSE
TCPLPACK.NS,TCPL Packaging Limited,INE822C01015,NSE
TCS.NS,Tata Consultancy Services Limited,INE467B01029,NSE
TDPOWERSYS.NS,TD Power Systems Limited,INE419M01027,NSE
TEAMGTY.NS,Team India Guaranty Limited,INE289C01025,NSE
TEAMLEASE.NS,Teamlease Services Limited,INE985S01024,NSE
TECHM.NS,Tech Mahindra Limited,INE669C01036,NSE
TECHNOE.NS,Techno Electric & Engineering Company Limited,INE285K01026,NSE
TECHNVISN.NS,TechNVision Ventures Limited,INE314H01012,NSE
TECILCHEM.NS,TECIL Chemicals and Hydro Power Limited,INE014B01011,NSE
TEGA.NS,Tega Industries Limited,INE011K01018,NSE
TEJASNET.NS,Tejas Networks Limited,INE010J01012,NSE
TEMBO.NS,Tembo Global Industries Limited,INE869Y01010,NSE
TENNIND.NS,Tenneco Clean Air India Limited,INE19RI01016,NSE
TERASOFT.NS,Tera Software Limited,INE482B01010,NSE
TEXINFRA.NS,Texmaco Infrastructure & Holdings Limited,INE435C01024,NSE
TEXMOPIPES.NS,Texmo Pipes and Products Limited,INE141K01013,NSE
TEXRAIL.NS,Texmaco Rail & Engineering Limited,INE621L01012,NSE
TFCILTD.NS,Tourism Finance Corporation of India Limited,INE305A01023,NSE
TFL.NS,Transwarranty Finance Limited,INE804H01012,NSE
TGBHOTELS.NS,TGB Banquets And Hotels Limited,INE797H01018,NSE
THACKER.NS,Thacker & Company Limited,INE077P01034,NSE
THAKDEV.NS,Thakkers Developers Limited,INE403F01017,NSE
THANGAMAYL.NS,Thangamayil Jewellery Limited,INE085J01014,NSE
THEINVEST.NS,The Investment Trust Of India Limited,INE924D01017,NSE
THEJO.NS,Thejo Engineering Limited,INE121N01019,NSE
THELEELA.NS,Leela Palaces Hotels & Resorts Limited,INE0AQ201015,NSE
THEMISMED.NS,Themis Medicare Limited,INE083B01024,NSE
THERMAX.NS,Thermax Limited,INE152A01029,NSE
THOMASCOOK.NS,Thomas Cook  (India)  Limited,INE332A01027,NSE
THOMASCOTT.NS,Thomas Scott (India) Limited,INE480M01011,NSE
THYROCARE.NS,Thyrocare Technologies Limited,INE594H01019,NSE
TI.NS,Tilaknagar Industries Limited,INE133E01013,NSE
TICL.NS,Twamev Construction and Infrastructure Limited,INE388G01026,NSE
TIIL.NS,Technocraft Industries (India) Limited,INE545H01011,NSE
TIINDIA.NS,Tube Investments of India Limited,INE974X01010,NSE
TIL.NS,TIL Limited,INE806C01018,NSE
TIMETECHNO.NS,Time Technoplast Limited,INE508G01029,NSE
TIMEX.NS,Timex Group India Limited,INE064A01026,NSE
TIMKEN.NS,Timken India Limited,INE325A01013,NSE
TINNARUBR.NS,Tinna Rubber and Infrastructure Limited,INE015C01016,NSE
TIPSFILMS.NS,Tips Films Limited,INE0LQS01015,NSE
TIPSMUSIC.NS,Tips Music Limited,INE716B01029,NSE
TIRUMALCHM.NS,Thirumalai Chemicals Limited,INE338A01024,NSE
TITAGARH.NS,TITAGARH RAIL SYSTEMS LIMITED,INE615H01020,NSE
TITAN.NS,Titan Company Limited,INE280A01028,NSE
TMB.NS,Tamilnad Mercantile Bank Limited,INE668A01016,NSE
TMCV.NS,Tata Motors Limited,INE1TAE01010,NSE
TMPV.NS,Tata Motors Passenger Vehicles Limited,INE155A01022,NSE
TNPETRO.NS,Tamilnadu PetroProducts Limited,INE148A01019,NSE
TNPL.NS,Tamil Nadu Newsprint & Papers Limited,INE107A01015,NSE
TNTELE.NS,Tamilnadu Telecommunication Limited,INE141D01018,NSE
TOLINS.NS,Tolins Tyres Limited,INE0RWQ01014,NSE
TORNTPHARM.NS,Torrent Pharmaceuticals Limited,INE685A01028,NSE
TORNTPOWER.NS,Torrent Power Limited,INE813H01021,NSE
TOTAL.NS,Total Transport Systems Limited,INE336X01012,NSE
TOUCHWOOD.NS,Touchwood Entertainment Limited,INE486Y01013,NSE
TPHQ.NS,Teamo Productions HQ Limited,INE065J01024,NSE
TPLPLASTEH.NS,TPL Plastech Limited,INE413G01022,NSE
TRACXN.NS,Tracxn Technologies Limited,INE0HMF01019,NSE
TRANSPEK.NS,Transpek Industry Limited,INE687A01016,NSE
TRANSRAILL.NS,Transrail Lighting Limited,INE454P01035,NSE
TRANSWORLD.NS,TRANSWORLD SHIPPING LINES LIMITED,INE757B01015,NSE
TRAVELFOOD.NS,Travel Food Services Limited,INE103V01028,NSE
TREJHARA.NS,TREJHARA SOLUTIONS LIMITED,INE00CA01015,NSE
TREL.NS,Transindia Real Estate Limited,INE0O3901029,NSE
TRENT.NS,Trent Limited,INE849A01020,NSE
TRF.NS,TRF Limited,INE391D01019,NSE
TRIDENT.NS,Trident Limited,INE064C01022,NSE
TRIGYN.NS,Trigyn Technologies Limited,INE948A01012,NSE
TRITURBINE.NS,Triveni Turbine Limited,INE152M01016,NSE
TRIVENI.NS,Triveni Engineering & Industries Limited,INE256C01024,NSE
TRU.NS,TruCap Finance Limited,INE615R01029,NSE
TRUALT.NS,TruAlt Bioenergy Limited,INE0MWH01014,NSE
TSFINV.NS,TSF INVESTMENTS LIMITED,INE202Z01029,NSE
TTKHLTCARE.NS,TTK Healthcare Limited,INE910C01018,NSE
TTKPRESTIG.NS,TTK Prestige Limited,INE690A01028,NSE
TTML.NS,Tata Teleservices (Maharashtra) Limited,INE517B01013,NSE
TVSELECT.NS,TVS Electronics Limited,INE236G01019,NSE
TVSHLTD.NS,TVS Holdings Limited,INE105A01035,NSE
TVSMOTOR.NS,TVS Motor Company Limited,INE494B01023,NSE
TVSSRICHAK.NS,TVS Srichakra Limited,INE421C01016,NSE
TVTODAY.NS,TV Today Network Limited,INE038F01029,NSE
TVVISION.NS,TV Vision Limited,INE871L01013,NSE
UBL.NS,United Breweries Limited,INE686F01025,NSE
UCAL.NS,UCAL LIMITED,INE139B01016,NSE
UCOBANK.NS,UCO Bank,INE691A01018,NSE
UDS.NS,Updater Services Limited,INE851I01011,NSE
UEL.NS,Ujaas Energy Limited,INE899L01030,NSE
UFBL.NS,United Foodbrands Limited,INE382M01027,NSE
UFLEX.NS,UFLEX Limited,INE516A01017,NSE
UFO.NS,UFO Moviez India Limited,INE527H01019,NSE
UGARSUGAR.NS,The Ugar Sugar Works Limited,INE071E01023,NSE
UGROCAP.NS,Ugro Capital Limited,INE583D01011,NSE
UJJIVANSFB.NS,Ujjivan Small Finance Bank Limited,INE551W01018,NSE
ULTRACEMCO.NS,UltraTech Cement Limited,INE481G01011,NSE
ULTRAMAR.NS,Ultramarine & Pigments Limited,INE405A01021,NSE
UMIYA-MRO.NS,UMIYA BUILDCON LIMITED,INE398B01018,NSE
UNICHEMLAB.NS,Unichem Laboratories Limited,INE351A01035,NSE
UNIDT.NS,United Drilling Tools Limited,INE961D01019,NSE
UNIECOM.NS,Unicommerce Esolutions Limited,INE00U401027,NSE
UNIENTER.NS,Uniphos Enterprises Limited,INE037A01022,NSE
UNIMECH.NS,Unimech Aerospace and Manufacturing Limited,INE0U3I01011,NSE
UNIONBANK.NS,Union Bank of India,INE692A01016,NSE
UNIPARTS.NS,Uniparts India Limited,INE244O01017,NSE
UNITDSPR.NS,United Spirits Limited,INE854D01024,NSE
UNITECH.NS,Unitech Limited,INE694A01020,NSE
UNITEDPOLY.NS,United Polyfab Gujarat Limited,INE368U01029,NSE
UNITEDTEA.NS,The United Nilgiri Tea Estates Company Limited,INE458F01011,NSE
UNIVASTU.NS,Univastu India Limited,INE562X01013,NSE
UNIVCABLES.NS,Universal Cables Limited,INE279A01012,NSE
UNOMINDA.NS,UNO Minda Limited,INE405E01023,NSE
UPL.NS,UPL Limited,INE628A01036,NSE
URBANCO.NS,Urban Company Limited,INE0CAZ01013,NSE
URJA.NS,Urja Global Limited,INE550C01020,NSE
USHAMART.NS,Usha Martin Limited,INE228A01035,NSE
UTIAMC.NS,UTI Asset Management Company Limited,INE094J01016,NSE
UTKARSHBNK.NS,Utkarsh Small Finance Bank Limited,INE735W01017,NSE
UTLSOLAR.NS,Fujiyama Power Systems Limited,INE12UR01024,NSE
UTTAMSUGAR.NS,Uttam Sugar Mills Limited,INE786F01031,NSE
UYFINCORP.NS,U. Y. Fincorp Limited,INE152C01025,NSE
V2RETAIL.NS,V2 Retail Limited,INE945H01021,NSE
VADILALIND.NS,Vadilal Industries Limited,INE694D01016,NSE
VAIBHAVGBL.NS,Vaibhav Global Limited,INE884A01027,NSE
VAKRANGEE.NS,Vakrangee Limited,INE051B01021,NSE
VALIANTORG.NS,Valiant Organics Limited,INE565V01010,NSE
VARDHACRLC.NS,Vardhman Acrylics Limited,INE116G01013,NSE
VARROC.NS,Varroc Engineering Limited,INE665L01035,NSE
VASWANI.NS,Vaswani Industries Limited,INE590L01019,NSE
VBL.NS,Varun Beverages Limited,INE200M01039,NSE
VCL.NS,Vaxtex Cotfab Limited,INE098201036,NSE
VEDL.NS,Vedanta Limited,INE205A01025,NSE
VEEDOL.NS,Veedol Corporation Limited,INE484C01030,NSE
VELJAN.NS,Veljan Denison Limited,INE232E01013,NSE
VENKEYS.NS,Venky's (India) Limited,INE398A01010,NSE
VENTIVE.NS,Ventive Hospitality Limited,INE781S01027,NSE
VENUSPIPES.NS,Venus Pipes & Tubes Limited,INE0JA001018,NSE
VENUSREM.NS,Venus Remedies Limited,INE411B01019,NSE
VERANDA.NS,Veranda Learning Solutions Limited,INE0IQ001011,NSE
VERTOZ.NS,Vertoz Limited,INE188Y01031,NSE
VESUVIUS.NS,Vesuvius India Limited,INE386A01023,NSE
VETO.NS,Veto Switchgears And Cables Limited,INE918N01018,NSE
VGL.NS,VARVEE GLOBAL LIMITED,INE273D01027,NSE
VGUARD.NS,V-Guard Industries Limited,INE951I01027,NSE
VHL.NS,Vardhman Holdings Limited,INE701A01023,NSE
VIDHIING.NS,Vidhi Specialty Food Ingredients Limited,INE632C01026,NSE
VIDYAWIRES.NS,Vidya Wires Limited,INE14UN01029,NSE
